ArrayExpress_Species	AssemblyName	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	Species	strain	Assay_Type	BioProject	Center_Name	Consent	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
	GCA_000009465.1	200	SAMEA1706776	sra	ncbi			ERX211778	235	Illumina HiSeq 2000	6318318	2013-03-12	553	270	Neisseria meningitidis	2013-03-19	ERR237242	ERS193866	SAMEA1706776 ERS193866	Neisseria meningitidis	M10 240140	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706791	sra	ncbi	2013-03-11	2018-03-09	ERX211779	235	Illumina HiSeq 2000	6318330	2013-03-12	479	231	Neisseria meningitidis	2013-03-19	ERR237243	ERS193868	0140799a-sc-2012-11-19T15:13:12Z-1515674			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706793	sra	ncbi	2013-03-11	2018-03-09	ERX211780	235	Illumina HiSeq 2000	6318342	2013-03-12	291	141	Neisseria meningitidis	2013-03-19	ERR237244	ERS193869	0541347a-sc-2012-11-19T15:13:13Z-1515675			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706926	sra	ncbi	2013-03-11	2018-03-09	ERX211781	235	Illumina HiSeq 2000	6318259	2013-03-11	252	115	Neisseria meningitidis	2013-03-19	ERR237245	ERS193871	0240150a-sc-2012-11-19T15:13:15Z-1515677			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706921	sra	ncbi			ERX211782	235	Illumina HiSeq 2000	6318271	2013-03-12	312	152	Neisseria meningitidis	2013-03-19	ERR237246	ERS193873	SAMEA1706921 ERS193873	Neisseria meningitidis	M09 240119	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706871	sra	ncbi			ERX211783	235	Illumina HiSeq 2000	6318283	2013-03-12	196	96	Neisseria meningitidis	2013-03-19	ERR237247	ERS193875	SAMEA1706871 ERS193875	Neisseria meningitidis	M09 240283	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706877	sra	ncbi			ERX211784	235	Illumina HiSeq 2000	6318295	2013-03-12	400	194	Neisseria meningitidis	2013-03-19	ERR237248	ERS193877	SAMEA1706877 ERS193877	Neisseria meningitidis	M09 240669	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706862	sra	ncbi	2013-03-11	2018-03-09	ERX211785	235	Illumina HiSeq 2000	6318307	2013-03-12	316	155	Neisseria meningitidis	2013-03-19	ERR237249	ERS193878	1040052a-sc-2012-11-19T15:13:21Z-1515685			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706866	sra	ncbi			ERX211786	235	Illumina HiSeq 2000	6318319	2013-03-12	399	194	Neisseria meningitidis	2013-03-19	ERR237250	ERS193879	SAMEA1706866 ERS193879	Neisseria meningitidis	M10 240146	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706815	sra	ncbi			ERX211787	235	Illumina HiSeq 2000	6318331	2013-03-12	293	142	Neisseria meningitidis	2013-03-19	ERR237251	ERS193880	SAMEA1706815 ERS193880	Neisseria meningitidis	M01 240798	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706814	sra	ncbi	2013-03-11	2018-03-09	ERX211788	235	Illumina HiSeq 2000	6318343	2013-03-12	492	239	Neisseria meningitidis	2013-03-19	ERR237252	ERS193881	0541348a-sc-2012-11-19T15:13:24Z-1515691			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706810	sra	ncbi	2013-03-11	2018-03-09	ERX211789	235	Illumina HiSeq 2000	6318260	2013-03-12	246	120	Neisseria meningitidis	2013-03-19	ERR237253	ERS193882	0240167a-sc-2012-11-19T15:13:25Z-1515693			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706823	sra	ncbi			ERX211790	235	Illumina HiSeq 2000	6318272	2013-03-12	360	175	Neisseria meningitidis	2013-03-19	ERR237254	ERS193883	SAMEA1706823 ERS193883	Neisseria meningitidis	M09 240135	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706817	sra	ncbi	2013-03-11	2018-03-09	ERX211791	235	Illumina HiSeq 2000	6318284	2013-03-12	906	441	Neisseria meningitidis	2013-03-19	ERR237255	ERS193884	0940296a-sc-2012-11-19T15:13:27Z-1515697			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706831	sra	ncbi			ERX211792	235	Illumina HiSeq 2000	6318296	2013-03-12	200	97	Neisseria meningitidis	2013-03-19	ERR237256	ERS193885	SAMEA1706831 ERS193885	Neisseria meningitidis	M09 240681	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706825	sra	ncbi			ERX211793	235	Illumina HiSeq 2000	6318308	2013-03-12	584	283	Neisseria meningitidis	2013-03-19	ERR237257	ERS193886	SAMEA1706825 ERS193886	Neisseria meningitidis	M10 240064	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706827	sra	ncbi	2013-03-11	2018-03-09	ERX211794	235	Illumina HiSeq 2000	6318320	2013-03-12	591	288	Neisseria meningitidis	2013-03-19	ERR237258	ERS193887	1040168a-sc-2012-11-19T15:13:30Z-1515704			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706842	sra	ncbi			ERX211795	235	Illumina HiSeq 2000	6318332	2013-03-12	543	263	Neisseria meningitidis	2013-03-19	ERR237259	ERS193888	SAMEA1706842 ERS193888	Neisseria meningitidis	M03 241784	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706838	sra	ncbi			ERX211796	235	Illumina HiSeq 2000	6318344	2013-03-12	672	326	Neisseria meningitidis	2013-03-19	ERR237260	ERS193889	SAMEA1706838 ERS193889	Neisseria meningitidis	M05 240130	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706929	sra	ncbi			ERX211797	235	Illumina HiSeq 2000	6318261	2013-03-12	292	143	Neisseria meningitidis	2013-03-19	ERR237261	ERS193809	SAMEA1706929 ERS193809	Neisseria meningitidis	M03 240830	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706773	sra	ncbi	2013-03-11	2018-03-09	ERX211798	235	Illumina HiSeq 2000	6318273	2013-03-12	314	153	Neisseria meningitidis	2013-03-19	ERR237262	ERS193811	M0341030-sc-2012-11-19T15:12:18Z-1515617			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706843	sra	ncbi			ERX211799	235	Illumina HiSeq 2000	6318285	2013-03-12	218	107	Neisseria meningitidis	2013-03-19	ERR237263	ERS193813	SAMEA1706843 ERS193813	Neisseria meningitidis	M03 241054	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706836	sra	ncbi			ERX211800	235	Illumina HiSeq 2000	6318297	2013-03-12	199	97	Neisseria meningitidis	2013-03-19	ERR237264	ERS193815	SAMEA1706836 ERS193815	Neisseria meningitidis	M03 241484	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706833	sra	ncbi			ERX211801	235	Illumina HiSeq 2000	6318309	2013-03-12	230	112	Neisseria meningitidis	2013-03-19	ERR237265	ERS193817	SAMEA1706833 ERS193817	Neisseria meningitidis	M03 241538	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706868	sra	ncbi			ERX211802	235	Illumina HiSeq 2000	6318321	2013-03-12	224	110	Neisseria meningitidis	2013-03-19	ERR237266	ERS193820	SAMEA1706868 ERS193820	Neisseria meningitidis	M05 240156	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706873	sra	ncbi			ERX211803	235	Illumina HiSeq 2000	6318333	2013-03-12	444	217	Neisseria meningitidis	2013-03-19	ERR237267	ERS193822	SAMEA1706873 ERS193822	Neisseria meningitidis	M05 240140	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706875	sra	ncbi			ERX211804	235	Illumina HiSeq 2000	6318345	2013-03-12	269	131	Neisseria meningitidis	2013-03-19	ERR237268	ERS193823	SAMEA1706875 ERS193823	Neisseria meningitidis	M05 240954	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706852	sra	ncbi	2013-03-11	2018-03-09	ERX211805	235	Illumina HiSeq 2000	6318262	2013-03-12	586	286	Neisseria meningitidis	2013-03-19	ERR237269	ERS193825	M0540953-sc-2012-11-19T15:12:31Z-1515631			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706855	sra	ncbi			ERX211806	235	Illumina HiSeq 2000	6318274	2013-03-12	571	279	Neisseria meningitidis	2013-03-19	ERR237270	ERS193827	SAMEA1706855 ERS193827	Neisseria meningitidis	M04 240882	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706932	sra	ncbi			ERX211807	235	Illumina HiSeq 2000	6318286	2013-03-12	444	216	Neisseria meningitidis	2013-03-19	ERR237271	ERS193829	SAMEA1706932 ERS193829	Neisseria meningitidis	M04 240883	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706796	sra	ncbi			ERX211808	235	Illumina HiSeq 2000	6318298	2013-03-12	728	355	Neisseria meningitidis	2013-03-19	ERR237272	ERS193831	SAMEA1706796 ERS193831	Neisseria meningitidis	M05 241005	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706798	sra	ncbi			ERX211809	235	Illumina HiSeq 2000	6318310	2013-03-12	197	96	Neisseria meningitidis	2013-03-19	ERR237273	ERS193833	SAMEA1706798 ERS193833	Neisseria meningitidis	M05 241004	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706794	sra	ncbi			ERX211810	235	Illumina HiSeq 2000	6318322	2013-03-12	286	139	Neisseria meningitidis	2013-03-19	ERR237274	ERS193835	SAMEA1706794 ERS193835	Neisseria meningitidis	M06 241129	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706775	sra	ncbi			ERX211811	235	Illumina HiSeq 2000	6318334	2013-03-12	810	391	Neisseria meningitidis	2013-03-19	ERR237275	ERS193836	SAMEA1706775 ERS193836	Neisseria meningitidis	M06 241130	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706767	sra	ncbi			ERX211812	235	Illumina HiSeq 2000	6318346	2013-03-12	455	220	Neisseria meningitidis	2013-03-19	ERR237276	ERS193839	SAMEA1706767 ERS193839	Neisseria meningitidis	M04 241227	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706808	sra	ncbi			ERX211813	235	Illumina HiSeq 2000	6318263	2013-03-12	211	103	Neisseria meningitidis	2013-03-19	ERR237277	ERS193841	SAMEA1706808 ERS193841	Neisseria meningitidis	M04 241226	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706805	sra	ncbi			ERX211814	235	Illumina HiSeq 2000	6318275	2013-03-12	319	156	Neisseria meningitidis	2013-03-19	ERR237278	ERS193842	SAMEA1706805 ERS193842	Neisseria meningitidis	M04 241352	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706881	sra	ncbi	2013-03-11	2018-03-09	ERX211815	235	Illumina HiSeq 2000	6318287	2013-03-12	293	145	Neisseria meningitidis	2013-03-19	ERR237279	ERS193845	M0441340-sc-2012-11-19T15:12:50Z-1515651			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706887	sra	ncbi			ERX211816	235	Illumina HiSeq 2000	6318299	2013-03-12	196	97	Neisseria meningitidis	2013-03-19	ERR237280	ERS193847	SAMEA1706887 ERS193847	Neisseria meningitidis	M04 241703	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706890	sra	ncbi			ERX211817	235	Illumina HiSeq 2000	6318311	2013-03-12	304	150	Neisseria meningitidis	2013-03-19	ERR237281	ERS193848	SAMEA1706890 ERS193848	Neisseria meningitidis	M04 241707	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706897	sra	ncbi	2013-03-11	2018-03-09	ERX211818	235	Illumina HiSeq 2000	6318323	2013-03-12	217	106	Neisseria meningitidis	2013-03-19	ERR237282	ERS193851	M0340455-sc-2012-11-19T15:12:56Z-1515657			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706902	sra	ncbi	2013-03-11	2018-03-09	ERX211819	235	Illumina HiSeq 2000	6318335	2013-03-12	330	161	Neisseria meningitidis	2013-03-19	ERR237283	ERS193853	M0340456-sc-2012-11-19T15:12:58Z-1515659			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706901	sra	ncbi	2013-03-11	2018-03-09	ERX211820	235	Illumina HiSeq 2000	6318347	2013-03-12	408	200	Neisseria meningitidis	2013-03-19	ERR237284	ERS193855	M0341160-sc-2012-11-19T15:13:01Z-1515661			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706906	sra	ncbi	2013-03-11	2018-03-09	ERX211821	235	Illumina HiSeq 2000	6318264	2013-03-12	1141	557	Neisseria meningitidis	2013-03-19	ERR237285	ERS193857	M0341144-sc-2012-11-19T15:13:02Z-1515663			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706914	sra	ncbi			ERX211822	235	Illumina HiSeq 2000	6318276	2013-03-12	245	119	Neisseria meningitidis	2013-03-19	ERR237286	ERS193859	SAMEA1706914 ERS193859	Neisseria meningitidis	M06 240028	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706784	sra	ncbi	2013-03-11	2018-03-09	ERX211823	235	Illumina HiSeq 2000	6318288	2013-03-12	910	443	Neisseria meningitidis	2013-03-19	ERR237287	ERS193861	M0640027-sc-2012-11-19T15:13:05Z-1515667			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706765	sra	ncbi	2013-03-11	2018-03-09	ERX211824	235	Illumina HiSeq 2000	6318300	2013-03-12	218	106	Neisseria meningitidis	2013-03-19	ERR237288	ERS193863	M1040015-sc-2012-11-19T15:13:08Z-1515669			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706774	sra	ncbi			ERX211825	235	Illumina HiSeq 2000	6318312	2013-03-12	643	313	Neisseria meningitidis	2013-03-19	ERR237289	ERS193865	SAMEA1706774 ERS193865	Neisseria meningitidis	M09 240735	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706779	sra	ncbi	2013-03-11	2018-03-09	ERX211826	235	Illumina HiSeq 2000	6318324	2013-03-12	528	256	Neisseria meningitidis	2013-03-19	ERR237290	ERS193867	B0940583-sc-2012-11-19T15:13:12Z-1515673			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706930	sra	ncbi			ERX211827	235	Illumina HiSeq 2000	6318336	2013-03-12	390	189	Neisseria meningitidis	2013-03-19	ERR237291	ERS193870	SAMEA1706930 ERS193870	Neisseria meningitidis	M09 240174	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706924	sra	ncbi	2013-03-11	2018-03-09	ERX211828	235	Illumina HiSeq 2000	6318348	2013-03-12	392	190	Neisseria meningitidis	2013-03-19	ERR237292	ERS193872	M0940332-sc-2012-11-19T15:13:16Z-1515678			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706920	sra	ncbi			ERX211829	235	Illumina HiSeq 2000	6318265	2013-03-12	490	237	Neisseria meningitidis	2013-03-19	ERR237293	ERS193874	SAMEA1706920 ERS193874	Neisseria meningitidis	M10 240645	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706874	sra	ncbi	2013-03-11	2018-03-09	ERX211830	235	Illumina HiSeq 2000	6318277	2013-03-12	439	216	Neisseria meningitidis	2013-03-19	ERR237294	ERS193876	M0940542-sc-2012-11-19T15:13:20Z-1515682			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706892	sra	ncbi			ERX211831	241	Illumina HiSeq 2000	6285007	2013-03-13	135	65	Neisseria meningitidis	2013-03-19	ERR237295	ERS193713	SAMEA1706892 ERS193713	Neisseria meningitidis	M09 240001	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706861	sra	ncbi			ERX211832	241	Illumina HiSeq 2000	6285019	2013-03-12	198	96	Neisseria meningitidis	2013-03-19	ERR237296	ERS193715	SAMEA1706861 ERS193715	Neisseria meningitidis	M09 240139	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706854	sra	ncbi			ERX211833	241	Illumina HiSeq 2000	6285031	2013-03-12	329	158	Neisseria meningitidis	2013-03-19	ERR237297	ERS193717	SAMEA1706854 ERS193717	Neisseria meningitidis	M09 240330	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706848	sra	ncbi			ERX211834	241	Illumina HiSeq 2000	6285043	2013-03-12	180	88	Neisseria meningitidis	2013-03-19	ERR237298	ERS193719	SAMEA1706848 ERS193719	Neisseria meningitidis	M09 240793	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706912	sra	ncbi			ERX211835	241	Illumina HiSeq 2000	6285055	2013-03-12	199	95	Neisseria meningitidis	2013-03-19	ERR237299	ERS193721	SAMEA1706912 ERS193721	Neisseria meningitidis	M10 240074	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706781	sra	ncbi			ERX211836	241	Illumina HiSeq 2000	6285067	2013-03-12	190	91	Neisseria meningitidis	2013-03-19	ERR237300	ERS193723	SAMEA1706781 ERS193723	Neisseria meningitidis	M10 240173	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706785	sra	ncbi			ERX211837	241	Illumina HiSeq 2000	6285079	2013-03-12	282	135	Neisseria meningitidis	2013-03-19	ERR237301	ERS193725	SAMEA1706785 ERS193725	Neisseria meningitidis	M03 241783	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706768	sra	ncbi	2013-03-11	2018-03-09	ERX211838	241	Illumina HiSeq 2000	6285091	2013-03-12	255	122	Neisseria meningitidis	2013-03-19	ERR237302	ERS193727	0540129a-sc-2012-11-19T15:11:03Z-1515533			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706772	sra	ncbi			ERX211839	241	Illumina HiSeq 2000	6285008	2013-03-12	474	227	Neisseria meningitidis	2013-03-19	ERR237303	ERS193729	SAMEA1706772 ERS193729	Neisseria meningitidis	M09 240034	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706835	sra	ncbi			ERX211840	241	Illumina HiSeq 2000	6285020	2013-03-12	278	133	Neisseria meningitidis	2013-03-19	ERR237304	ERS193731	SAMEA1706835 ERS193731	Neisseria meningitidis	M09 240147	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706847	sra	ncbi			ERX211841	241	Illumina HiSeq 2000	6285032	2013-03-12	217	104	Neisseria meningitidis	2013-03-19	ERR237305	ERS193733	SAMEA1706847 ERS193733	Neisseria meningitidis	M09 240355	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706822	sra	ncbi			ERX211842	241	Illumina HiSeq 2000	6285044	2013-03-12	201	96	Neisseria meningitidis	2013-03-19	ERR237306	ERS193735	SAMEA1706822 ERS193735	Neisseria meningitidis	M09 240831	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706830	sra	ncbi	2013-03-11	2018-03-09	ERX211843	241	Illumina HiSeq 2000	6285056	2013-03-12	282	135	Neisseria meningitidis	2013-03-19	ERR237307	ERS193737	1040080a-sc-2012-11-19T15:11:11Z-1515543			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706826	sra	ncbi			ERX211844	241	Illumina HiSeq 2000	6285068	2013-03-12	267	129	Neisseria meningitidis	2013-03-19	ERR237308	ERS193739	SAMEA1706826 ERS193739	Neisseria meningitidis	M10 240180	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706908	sra	ncbi	2013-03-11	2018-03-09	ERX211845	241	Illumina HiSeq 2000	6285080	2013-03-12	405	193	Neisseria meningitidis	2013-03-19	ERR237309	ERS193741	9940975a-sc-2012-11-19T15:11:15Z-1515547			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706900	sra	ncbi			ERX211846	241	Illumina HiSeq 2000	6285092	2013-03-12	336	162	Neisseria meningitidis	2013-03-19	ERR237310	ERS193743	SAMEA1706900 ERS193743	Neisseria meningitidis	M05 241064	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706895	sra	ncbi	2013-03-11	2018-03-09	ERX211847	241	Illumina HiSeq 2000	6285009	2013-03-12	222	106	Neisseria meningitidis	2013-03-19	ERR237311	ERS193746	0940039a-sc-2012-11-19T15:11:19Z-1515552			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706939	sra	ncbi			ERX211848	241	Illumina HiSeq 2000	6285021	2013-03-12	171	82	Neisseria meningitidis	2013-03-19	ERR237312	ERS193747	SAMEA1706939 ERS193747	Neisseria meningitidis	M09 240162	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
Neisseria meningitidis	GCA_000009465.1	200	SAMEA1706790	sra	ncbi	2013-03-11	2018-03-09	ERX211849	241	Illumina HiSeq 2000	6285033	2013-03-12	189	91	Neisseria meningitidis	2013-03-19	ERR237313	ERS193750	0940439a-sc-2012-11-19T15:11:23Z-1515556			WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706797	sra	ncbi			ERX211850	241	Illumina HiSeq 2000	6285045	2013-03-12	158	76	Neisseria meningitidis	2013-03-19	ERR237314	ERS193752	SAMEA1706797 ERS193752	Neisseria meningitidis	M09 240834	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
	GCA_000009465.1	200	SAMEA1706801	sra	ncbi			ERX211851	241	Illumina HiSeq 2000	6285057	2013-03-12	330	158	Neisseria meningitidis	2013-03-19	ERR237315	ERS193754	SAMEA1706801 ERS193754	Neisseria meningitidis	M10 240091	WGS	PRJEB2090	SC	public	PAIRED	RANDOM	GENOMIC	ILLUMINA	ERP000144
